20.12.21,Какую систему рассматриваем?,0.020942596594492595,resolved,23.12.21,без коммита,1.143484268632973
20.12.21,Какая тема твоей работы?,0.0371932864189148,resolved,23.12.21,23 Dec 2021 at 13:43,5.79345086812973
22.12.21,Какой должна быть окончательная оценка и в какой области для доказательства равномерной диссипативности?,5.217501215140024,resolved,23.12.21,part5: what step to perform next	b5f6f46	Natalya <natasha23062@mail.ru>	23 Dec 2021 at 21:25,46.32301390171051
23.12.21,Можно ли перейти к дифференциальному неравенству от той же переменной что и оценка V?,0.9188201149304708,resolved,31.12.21,part5: определение общей переменной	dc1075f	Natalya <natasha23062@mail.ru>	31 Dec 2021 at 12:51,35.62057766914368
23.12.21,Как перейти к дифференциальному неравенству?,10.064142449696858,resolved,31.12.21,part5: перешли к единой переменной в нижней оценке и диф. нер.	a2df233	Natalya <natasha23062@mail.ru>	31 Dec 2021 at 18:27,36.39817083676656
27.12.21,Какой общий вектор выбрать для одновременного оценивания V и dV?,0.5324356516202291,resolved,01.01.22,part5: функциональная область для неравенств для V	4d26a76	Natalya <natasha23062@mail.ru>	1 Jan 2022 at 17:07,12.292159036795299
02.01.22,Можно ли представить дифференциальное неравенство через степень того же переменного что и сравнение?,0.9365078369776408,resolved,02.01.22,представить dV через deg того же var что и V	553dca7	Natalya <natasha23062@mail.ru>	2 Jan 2022 at 01:23,60
02.01.22,Найти rho+1.,0.4006800174713135,resolved,02.01.22,part5: rho+1 was found	1997073	Natalya <natasha23062@mail.ru>	2 Jan 2022 at 11:22,24.62172224919001
02.01.22,Зависят ли области от состояний?,0.805647099018097,resolved,02.01.22,не зависят в веденных переменных но можно обобщить на состояние,4.114114797115326
02.01.22,Определить коэффициент с2 перехода в диф. нер-ве.,2.130621099472046,resolved,02.01.22,part5:  с2 was determined for dV transaction	d01c77a	Natalya <natasha23062@mail.ru>	2 Jan 2022 at 13:32,24.79894256591797
05.01.22,Какую систему изучаешь в part2?,1.865782582759857,resolved,19.01.22,без коммита,5
05.01.22,В чем отличие функционалов в разных частях?,1.1202986677487692,resolved,19.01.22,без коммита,1
05.01.22,Как изменится цепочка последовательного интегрирования при старте со 2 системы?,7.2258347829182945,active
05.01.22,Какой закон предложен в работе Yuangong Sun?,2.2844637036323547,resolved,19.01.22,без коммита,20
05.01.22,Какова структура доказательства Th1 Yuangong Sun?,0.5892216722170512,resolved,19.01.22,без коммита,40
05.01.22,Какова структура доказательства Th2 Yuangong Sun?,0.47681596676508586,active
